0.957,0,207,123,115,314,0
0.662,0,162,81,91,224,0
0.825,0,189,94,96,278,0
0.657,0,202,97,91,202,0
0.771,0,212,103,100,156,0
0.573,0,191,94,96,198,0
0.461,0,197,95,122,212,0
1.0,0,216,115,96,314,0
0.638,0,175,111,83,180,0
0.568,0,200,102,99,134,0
0.997,0,213,122,114,314,0
0.368,0,230,129,137,242,0
0.944,0,192,88,80,160,0
0.76,0,227,119,107,118,0
0.52,0,219,134,116,314,0
0.0,0,101,59,36,106,0
0.35,0,115,62,57,40,0
0.806,0,140,85,66,34,0
0.993,0,174,71,55,314,0
0.942,0,194,104,112,298,0
0.815,0,130,64,61,102,0
0.686,0,161,95,82,118,0
0.717,0,210,114,126,240,0
1.0,0,209,109,95,314,0
0.751,0,219,108,110,228,0
0.0,0,215,125,111,122,0
0.019,0,216,141,128,122,0
0.445,0,211,110,106,60,0
0.9,0,148,67,64,30,0
0.826,0,229,118,110,192,0
0.838,0,184,86,91,266,0
0.685,0,186,97,86,108,0
0.0,0,112,74,60,74,0
0.923,0,224,126,129,312,0
0.713,0,5,1,1,218,0
0.462,0,231,134,151,304,0
0.759,0,217,117,108,250,0
0.545,0,108,41,39,42,0
0.0,0,157,100,93,112,0
0.996,0,208,111,131,314,0
0.777,0,187,88,89,272,0
0.745,0,168,74,76,244,0
0.678,0,172,78,89,116,0
0.844,0,157,73,73,50,0
0.496,0,220,127,115,192,0
0.797,0,110,52,44,52,0
0.581,0,175,75,82,240,0
0.317,0,235,135,146,260,0
0.782,0,13,2,4,300,0
0.817,0,209,107,101,246,0
0.97,0,182,98,111,314,0
0.89,0,219,114,112,222,0
0.535,0,112,72,61,142,0
0.699,0,150,62,63,280,0
0.649,0,220,112,118,168,0
0.795,0,207,100,102,168,0
0.704,0,189,89,79,146,0
0.762,0,198,93,88,272,0
0.652,0,187,94,102,250,0
0.823,0,80,19,23,278,0
0.729,0,195,100,100,258,0
0.679,0,188,89,104,160,0
0.769,0,115,54,37,90,0
0.998,0,200,106,101,314,0
0.65,0,190,99,107,98,0
0.84,0,197,111,128,308,0
0.714,0,215,120,84,148,0
0.839,0,103,49,40,62,0
0.662,0,189,90,93,170,0
0.65,0,221,116,117,248,0
0.773,0,140,77,80,136,0
0.756,0,162,66,72,188,0
0.457,0,160,114,82,110,0
0.7,0,139,77,59,202,0
0.8,0,171,115,84,78,0
0.694,0,189,112,104,306,0
0.545,0,225,131,125,252,0
0.902,0,191,82,94,232,0
0.579,0,151,90,79,80,0
0.581,0,219,120,136,226,0
0.845,0,187,98,108,142,0
0.355,0,205,116,116,262,0
0.344,0,173,68,75,138,0
0.303,0,204,101,102,92,0
0.919,0,81,24,28,310,0
0.746,0,216,112,96,274,0
0.854,0,199,93,100,236,0
0.54,0,143,65,62,96,0
0.808,0,148,82,94,264,0
0.508,0,220,123,119,128,0
0.109,0,186,127,106,32,0
0.82,0,144,87,63,112,0
0.488,0,202,103,96,132,0
0.527,0,114,71,56,102,0
0.606,0,194,102,82,132,0
0.907,0,152,100,69,124,0
1.0,0,216,128,113,314,0
0.888,0,224,132,125,300,0
0.434,0,119,47,43,46,0
0.854,0,183,103,90,220,0
0.788,0,133,79,72,116,0
0.764,0,179,83,99,256,0
0.76,0,112,60,55,132,0
0.843,0,203,120,107,140,0
0.556,0,167,100,91,174,0
0.005,0,225,126,127,58,0
0.995,0,218,124,121,314,0
0.723,0,204,109,106,314,0
0.595,0,195,124,115,92,0
0.827,0,193,107,127,306,0
0.921,0,195,92,95,264,0
0.731,0,200,97,97,210,0
0.794,0,172,113,97,70,0
0.857,0,133,73,69,174,0
0.0,0,140,78,77,32,0
0.496,0,240,134,129,102,0
0.858,0,210,95,102,310,0
0.035,0,159,99,70,72,0
0.788,0,119,69,61,70,0
0.864,0,193,89,88,236,0
0.88,0,205,95,94,144,0
0.554,0,154,58,65,196,0
0.642,0,209,112,117,124,0
0.611,0,174,73,58,280,0
0.777,0,68,38,36,88,0
0.856,0,158,70,75,210,0
0.036,0,210,108,103,166,0
0.835,0,184,87,75,156,0
0.846,0,197,92,95,144,0
0.656,0,198,102,121,258,0
0.656,0,115,59,55,54,0
0.867,0,217,117,130,314,0
0.912,0,215,110,113,286,0
0.661,0,15,2,4,314,0
0.8,0,94,50,46,124,0
0.417,0,199,112,103,100,0
0.497,0,169,104,89,106,0
0.62,0,207,109,99,198,0
0.733,0,207,111,112,256,0
0.083,0,177,110,106,66,0
0.962,0,195,102,121,314,0
0.303,0,216,109,128,168,0
0.996,0,184,66,71,314,0
0.926,0,219,112,109,306,0
0.858,0,172,102,91,210,0
0.637,0,214,109,116,164,0
0.101,0,212,107,126,242,0
0.849,0,204,109,126,278,0
0.822,0,203,109,107,264,0
0.787,0,207,114,119,288,0
0.349,0,233,131,132,124,0
0.728,0,202,102,94,174,0
0.833,0,240,144,125,158,0
0.414,0,12,3,3,260,0
0.63,0,158,97,87,46,0
0.995,0,237,132,136,314,0
0.813,0,218,118,137,314,0
0.67,0,204,95,94,120,0
0.872,0,196,95,113,226,0
0.692,0,92,46,41,154,0
0.423,0,198,105,102,198,0
0.805,0,208,118,113,206,0
0.661,0,89,47,49,68,0
0.664,0,220,117,108,180,0
0.995,0,151,48,51,314,0
0.904,0,210,105,107,288,0
0.989,0,191,102,122,314,0
0.677,0,122,69,47,94,0
0.784,0,200,110,124,314,0
0.89,0,177,82,84,154,0
0.597,0,189,91,100,192,0
0.419,0,199,110,109,260,0
0.647,0,228,117,112,194,0
0.0,0,74,45,43,46,0
0.939,0,213,123,131,314,0
0.994,0,215,131,119,314,0
0.991,0,167,44,52,314,0
0.881,0,150,101,76,212,0
0.724,0,180,112,94,314,0
0.725,0,170,90,76,142,0
0.671,0,200,107,128,180,0
0.0,0,107,68,51,12,0
0.0,0,116,64,53,142,0
0.087,0,185,96,112,114,0
0.982,0,213,120,116,312,0
0.785,0,225,133,138,230,0
0.855,0,190,84,105,282,0
0.844,0,138,75,57,62,0
0.841,0,142,82,73,116,0
0.963,0,160,54,49,314,0
0.297,0,179,88,102,150,0
0.0,0,38,18,23,14,0
0.922,0,225,129,120,310,0
0.999,0,157,49,51,314,0
0.772,0,162,104,76,44,0
0.887,0,219,118,108,142,0
0.998,0,207,113,114,314,0
0.986,0,5,1,1,314,0
0.372,0,210,109,102,70,0
0.638,0,204,107,97,238,0
0.811,0,190,119,109,220,0
0.733,0,164,109,91,124,0
0.673,0,113,60,64,128,0
0.895,0,166,77,83,154,0
0.123,0,112,67,71,38,0
0.672,0,179,83,96,242,0
0.879,0,178,89,80,302,0
0.754,0,151,65,70,156,0
0.014,0,123,70,68,58,0
0.889,0,213,120,123,314,0
0.752,0,156,77,71,148,0
0.787,0,149,75,71,218,0
